id,name,description,image,thumbnail,flag,AI_Prompt,Country_Code,Territory/Dependency/PartOf,Region,Subregion,Sub_subregion
398,Malawi in 2021,"This was the sentiment in Malawi in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/398.png,http://assets.collectiveminds.ai/thumbnail/398.png,http://assets.collectiveminds.ai/flag/MW.svg,A3,MW,N/A,Africa,Sub-Saharan Africa,Eastern Africa
399,Malawi in 2021,"This was the sentiment in Malawi in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/399.png,http://assets.collectiveminds.ai/thumbnail/399.png,http://assets.collectiveminds.ai/flag/MW.svg,3D,MW,N/A,Africa,Sub-Saharan Africa,Eastern Africa
400,Malaysia in 2021,"This was the sentiment in Malaysia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/400.png,http://assets.collectiveminds.ai/thumbnail/400.png,http://assets.collectiveminds.ai/flag/MY.svg,AR,MY,N/A,Asia,South-eastern Asia,N/A
401,Malaysia in 2021,"This was the sentiment in Malaysia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/401.png,http://assets.collectiveminds.ai/thumbnail/401.png,http://assets.collectiveminds.ai/flag/MY.svg,A3,MY,N/A,Asia,South-eastern Asia,N/A
402,Malaysia in 2021,"This was the sentiment in Malaysia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/402.png,http://assets.collectiveminds.ai/thumbnail/402.png,http://assets.collectiveminds.ai/flag/MY.svg,3D,MY,N/A,Asia,South-eastern Asia,N/A
403,Maldives in 2021,"This was the sentiment in Maldives in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/403.png,http://assets.collectiveminds.ai/thumbnail/403.png,http://assets.collectiveminds.ai/flag/MV.svg,AR,MV,N/A,Asia,Southern Asia,N/A
404,Maldives in 2021,"This was the sentiment in Maldives in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/404.png,http://assets.collectiveminds.ai/thumbnail/404.png,http://assets.collectiveminds.ai/flag/MV.svg,A3,MV,N/A,Asia,Southern Asia,N/A
405,Maldives in 2021,"This was the sentiment in Maldives in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/405.png,http://assets.collectiveminds.ai/thumbnail/405.png,http://assets.collectiveminds.ai/flag/MV.svg,3D,MV,N/A,Asia,Southern Asia,N/A
406,Mali in 2021,"This was the sentiment in Mali in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/406.png,http://assets.collectiveminds.ai/thumbnail/406.png,http://assets.collectiveminds.ai/flag/ML.svg,AR,ML,N/A,Africa,Sub-Saharan Africa,Western Africa
407,Mali in 2021,"This was the sentiment in Mali in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/407.png,http://assets.collectiveminds.ai/thumbnail/407.png,http://assets.collectiveminds.ai/flag/ML.svg,A3,ML,N/A,Africa,Sub-Saharan Africa,Western Africa
408,Mali in 2021,"This was the sentiment in Mali in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/408.png,http://assets.collectiveminds.ai/thumbnail/408.png,http://assets.collectiveminds.ai/flag/ML.svg,3D,ML,N/A,Africa,Sub-Saharan Africa,Western Africa
409,Malta in 2021,"This was the sentiment in Malta in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/409.png,http://assets.collectiveminds.ai/thumbnail/409.png,http://assets.collectiveminds.ai/flag/MT.svg,AR,MT,N/A,Europe,Southern Europe,N/A
410,Malta in 2021,"This was the sentiment in Malta in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/410.png,http://assets.collectiveminds.ai/thumbnail/410.png,http://assets.collectiveminds.ai/flag/MT.svg,A3,MT,N/A,Europe,Southern Europe,N/A
411,Malta in 2021,"This was the sentiment in Malta in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/411.png,http://assets.collectiveminds.ai/thumbnail/411.png,http://assets.collectiveminds.ai/flag/MT.svg,3D,MT,N/A,Europe,Southern Europe,N/A
412,Marshall Islands in 2021,"This was the sentiment in Marshall Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/412.png,http://assets.collectiveminds.ai/thumbnail/412.png,http://assets.collectiveminds.ai/flag/MH.svg,AR,MH,N/A,Oceania,Micronesia,N/A
413,Marshall Islands in 2021,"This was the sentiment in Marshall Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/413.png,http://assets.collectiveminds.ai/thumbnail/413.png,http://assets.collectiveminds.ai/flag/MH.svg,A3,MH,N/A,Oceania,Micronesia,N/A
414,Marshall Islands in 2021,"This was the sentiment in Marshall Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/414.png,http://assets.collectiveminds.ai/thumbnail/414.png,http://assets.collectiveminds.ai/flag/MH.svg,3D,MH,N/A,Oceania,Micronesia,N/A
415,Martinique in 2021,"This was the sentiment in Martinique in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/415.png,http://assets.collectiveminds.ai/thumbnail/415.png,http://assets.collectiveminds.ai/flag/MQ.svg,AR,MQ,France,Americas,Latin America and the Caribbean,Caribbean
416,Martinique in 2021,"This was the sentiment in Martinique in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/416.png,http://assets.collectiveminds.ai/thumbnail/416.png,http://assets.collectiveminds.ai/flag/MQ.svg,A3,MQ,France,Americas,Latin America and the Caribbean,Caribbean
417,Martinique in 2021,"This was the sentiment in Martinique in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/417.png,http://assets.collectiveminds.ai/thumbnail/417.png,http://assets.collectiveminds.ai/flag/MQ.svg,3D,MQ,France,Americas,Latin America and the Caribbean,Caribbean
418,Mauritania in 2021,"This was the sentiment in Mauritania in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/418.png,http://assets.collectiveminds.ai/thumbnail/418.png,http://assets.collectiveminds.ai/flag/MR.svg,AR,MR,N/A,Africa,Sub-Saharan Africa,Western Africa
419,Mauritania in 2021,"This was the sentiment in Mauritania in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/419.png,http://assets.collectiveminds.ai/thumbnail/419.png,http://assets.collectiveminds.ai/flag/MR.svg,A3,MR,N/A,Africa,Sub-Saharan Africa,Western Africa
420,Mauritania in 2021,"This was the sentiment in Mauritania in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/420.png,http://assets.collectiveminds.ai/thumbnail/420.png,http://assets.collectiveminds.ai/flag/MR.svg,3D,MR,N/A,Africa,Sub-Saharan Africa,Western Africa
421,Mauritius in 2021,"This was the sentiment in Mauritius in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/421.png,http://assets.collectiveminds.ai/thumbnail/421.png,http://assets.collectiveminds.ai/flag/MU.svg,AR,MU,N/A,Africa,Sub-Saharan Africa,Eastern Africa
422,Mauritius in 2021,"This was the sentiment in Mauritius in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/422.png,http://assets.collectiveminds.ai/thumbnail/422.png,http://assets.collectiveminds.ai/flag/MU.svg,A3,MU,N/A,Africa,Sub-Saharan Africa,Eastern Africa
423,Mauritius in 2021,"This was the sentiment in Mauritius in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/423.png,http://assets.collectiveminds.ai/thumbnail/423.png,http://assets.collectiveminds.ai/flag/MU.svg,3D,MU,N/A,Africa,Sub-Saharan Africa,Eastern Africa
424,Mayotte in 2021,"This was the sentiment in Mayotte in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/424.png,http://assets.collectiveminds.ai/thumbnail/424.png,http://assets.collectiveminds.ai/flag/YT.svg,AR,YT,France,Africa,Sub-Saharan Africa,Eastern Africa
425,Mayotte in 2021,"This was the sentiment in Mayotte in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/425.png,http://assets.collectiveminds.ai/thumbnail/425.png,http://assets.collectiveminds.ai/flag/YT.svg,A3,YT,France,Africa,Sub-Saharan Africa,Eastern Africa
426,Mayotte in 2021,"This was the sentiment in Mayotte in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/426.png,http://assets.collectiveminds.ai/thumbnail/426.png,http://assets.collectiveminds.ai/flag/YT.svg,3D,YT,France,Africa,Sub-Saharan Africa,Eastern Africa
427,Mexico in 2021,"This was the sentiment in Mexico in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/427.png,http://assets.collectiveminds.ai/thumbnail/427.png,http://assets.collectiveminds.ai/flag/MX.svg,AR,MX,N/A,Americas,Latin America and the Caribbean,Central America
428,Mexico in 2021,"This was the sentiment in Mexico in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/428.png,http://assets.collectiveminds.ai/thumbnail/428.png,http://assets.collectiveminds.ai/flag/MX.svg,A3,MX,N/A,Americas,Latin America and the Caribbean,Central America
429,Mexico in 2021,"This was the sentiment in Mexico in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/429.png,http://assets.collectiveminds.ai/thumbnail/429.png,http://assets.collectiveminds.ai/flag/MX.svg,3D,MX,N/A,Americas,Latin America and the Caribbean,Central America
430,Micronesia in 2021,"This was the sentiment in Micronesia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/430.png,http://assets.collectiveminds.ai/thumbnail/430.png,http://assets.collectiveminds.ai/flag/FM.svg,AR,FM,N/A,Oceania,Micronesia,N/A
431,Micronesia in 2021,"This was the sentiment in Micronesia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/431.png,http://assets.collectiveminds.ai/thumbnail/431.png,http://assets.collectiveminds.ai/flag/FM.svg,A3,FM,N/A,Oceania,Micronesia,N/A
432,Micronesia in 2021,"This was the sentiment in Micronesia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/432.png,http://assets.collectiveminds.ai/thumbnail/432.png,http://assets.collectiveminds.ai/flag/FM.svg,3D,FM,N/A,Oceania,Micronesia,N/A
433,Moldova in 2021,"This was the sentiment in Moldova in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/433.png,http://assets.collectiveminds.ai/thumbnail/433.png,http://assets.collectiveminds.ai/flag/MD.svg,AR,MD,N/A,Europe,Eastern Europe,N/A
434,Moldova in 2021,"This was the sentiment in Moldova in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/434.png,http://assets.collectiveminds.ai/thumbnail/434.png,http://assets.collectiveminds.ai/flag/MD.svg,A3,MD,N/A,Europe,Eastern Europe,N/A
435,Moldova in 2021,"This was the sentiment in Moldova in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/435.png,http://assets.collectiveminds.ai/thumbnail/435.png,http://assets.collectiveminds.ai/flag/MD.svg,3D,MD,N/A,Europe,Eastern Europe,N/A
436,Monaco in 2021,"This was the sentiment in Monaco in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/436.png,http://assets.collectiveminds.ai/thumbnail/436.png,http://assets.collectiveminds.ai/flag/MC.svg,AR,MC,N/A,Europe,Western Europe,N/A
437,Monaco in 2021,"This was the sentiment in Monaco in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/437.png,http://assets.collectiveminds.ai/thumbnail/437.png,http://assets.collectiveminds.ai/flag/MC.svg,A3,MC,N/A,Europe,Western Europe,N/A
438,Monaco in 2021,"This was the sentiment in Monaco in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/438.png,http://assets.collectiveminds.ai/thumbnail/438.png,http://assets.collectiveminds.ai/flag/MC.svg,3D,MC,N/A,Europe,Western Europe,N/A
439,Mongolia in 2021,"This was the sentiment in Mongolia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/439.png,http://assets.collectiveminds.ai/thumbnail/439.png,http://assets.collectiveminds.ai/flag/MN.svg,AR,MN,N/A,Asia,Eastern Asia,N/A
440,Mongolia in 2021,"This was the sentiment in Mongolia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/440.png,http://assets.collectiveminds.ai/thumbnail/440.png,http://assets.collectiveminds.ai/flag/MN.svg,A3,MN,N/A,Asia,Eastern Asia,N/A
441,Mongolia in 2021,"This was the sentiment in Mongolia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/441.png,http://assets.collectiveminds.ai/thumbnail/441.png,http://assets.collectiveminds.ai/flag/MN.svg,3D,MN,N/A,Asia,Eastern Asia,N/A
442,Montenegro in 2021,"This was the sentiment in Montenegro in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/442.png,http://assets.collectiveminds.ai/thumbnail/442.png,http://assets.collectiveminds.ai/flag/ME.svg,AR,ME,N/A,Europe,Southern Europe,N/A
443,Montenegro in 2021,"This was the sentiment in Montenegro in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/443.png,http://assets.collectiveminds.ai/thumbnail/443.png,http://assets.collectiveminds.ai/flag/ME.svg,A3,ME,N/A,Europe,Southern Europe,N/A
444,Montenegro in 2021,"This was the sentiment in Montenegro in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/444.png,http://assets.collectiveminds.ai/thumbnail/444.png,http://assets.collectiveminds.ai/flag/ME.svg,3D,ME,N/A,Europe,Southern Europe,N/A
445,Montserrat in 2021,"This was the sentiment in Montserrat in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/445.png,http://assets.collectiveminds.ai/thumbnail/445.png,http://assets.collectiveminds.ai/flag/MS.svg,AR,MS,United Kingdom,Americas,Latin America and the Caribbean,Caribbean
446,Montserrat in 2021,"This was the sentiment in Montserrat in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/446.png,http://assets.collectiveminds.ai/thumbnail/446.png,http://assets.collectiveminds.ai/flag/MS.svg,A3,MS,United Kingdom,Americas,Latin America and the Caribbean,Caribbean
447,Montserrat in 2021,"This was the sentiment in Montserrat in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/447.png,http://assets.collectiveminds.ai/thumbnail/447.png,http://assets.collectiveminds.ai/flag/MS.svg,3D,MS,United Kingdom,Americas,Latin America and the Caribbean,Caribbean
448,Morocco in 2021,"This was the sentiment in Morocco in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/448.png,http://assets.collectiveminds.ai/thumbnail/448.png,http://assets.collectiveminds.ai/flag/MA.svg,AR,MA,N/A,Africa,Northern Africa,N/A
449,Morocco in 2021,"This was the sentiment in Morocco in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/449.png,http://assets.collectiveminds.ai/thumbnail/449.png,http://assets.collectiveminds.ai/flag/MA.svg,A3,MA,N/A,Africa,Northern Africa,N/A
450,Morocco in 2021,"This was the sentiment in Morocco in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/450.png,http://assets.collectiveminds.ai/thumbnail/450.png,http://assets.collectiveminds.ai/flag/MA.svg,3D,MA,N/A,Africa,Northern Africa,N/A
451,Mozambique in 2021,"This was the sentiment in Mozambique in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/451.png,http://assets.collectiveminds.ai/thumbnail/451.png,http://assets.collectiveminds.ai/flag/MZ.svg,AR,MZ,N/A,Africa,Sub-Saharan Africa,Eastern Africa
452,Mozambique in 2021,"This was the sentiment in Mozambique in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/452.png,http://assets.collectiveminds.ai/thumbnail/452.png,http://assets.collectiveminds.ai/flag/MZ.svg,A3,MZ,N/A,Africa,Sub-Saharan Africa,Eastern Africa
453,Mozambique in 2021,"This was the sentiment in Mozambique in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/453.png,http://assets.collectiveminds.ai/thumbnail/453.png,http://assets.collectiveminds.ai/flag/MZ.svg,3D,MZ,N/A,Africa,Sub-Saharan Africa,Eastern Africa
454,Myanmar in 2021,"This was the sentiment in Myanmar in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/454.png,http://assets.collectiveminds.ai/thumbnail/454.png,http://assets.collectiveminds.ai/flag/MM.svg,AR,MM,N/A,Asia,South-eastern Asia,N/A
455,Myanmar in 2021,"This was the sentiment in Myanmar in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/455.png,http://assets.collectiveminds.ai/thumbnail/455.png,http://assets.collectiveminds.ai/flag/MM.svg,A3,MM,N/A,Asia,South-eastern Asia,N/A
456,Myanmar in 2021,"This was the sentiment in Myanmar in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/456.png,http://assets.collectiveminds.ai/thumbnail/456.png,http://assets.collectiveminds.ai/flag/MM.svg,3D,MM,N/A,Asia,South-eastern Asia,N/A
457,Namibia in 2021,"This was the sentiment in Namibia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/457.png,http://assets.collectiveminds.ai/thumbnail/457.png,http://assets.collectiveminds.ai/flag/NA.svg,AR,NA,N/A,Africa,Sub-Saharan Africa,Southern Africa
458,Namibia in 2021,"This was the sentiment in Namibia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/458.png,http://assets.collectiveminds.ai/thumbnail/458.png,http://assets.collectiveminds.ai/flag/NA.svg,A3,NA,N/A,Africa,Sub-Saharan Africa,Southern Africa
459,Namibia in 2021,"This was the sentiment in Namibia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/459.png,http://assets.collectiveminds.ai/thumbnail/459.png,http://assets.collectiveminds.ai/flag/NA.svg,3D,NA,N/A,Africa,Sub-Saharan Africa,Southern Africa
460,Nauru in 2021,"This was the sentiment in Nauru in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/460.png,http://assets.collectiveminds.ai/thumbnail/460.png,http://assets.collectiveminds.ai/flag/NR.svg,AR,NR,N/A,Oceania,Micronesia,N/A
461,Nauru in 2021,"This was the sentiment in Nauru in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/461.png,http://assets.collectiveminds.ai/thumbnail/461.png,http://assets.collectiveminds.ai/flag/NR.svg,A3,NR,N/A,Oceania,Micronesia,N/A
462,Nauru in 2021,"This was the sentiment in Nauru in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/462.png,http://assets.collectiveminds.ai/thumbnail/462.png,http://assets.collectiveminds.ai/flag/NR.svg,3D,NR,N/A,Oceania,Micronesia,N/A
463,Nepal in 2021,"This was the sentiment in Nepal in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/463.png,http://assets.collectiveminds.ai/thumbnail/463.png,http://assets.collectiveminds.ai/flag/NP.svg,AR,NP,N/A,Asia,Southern Asia,N/A
464,Nepal in 2021,"This was the sentiment in Nepal in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/464.png,http://assets.collectiveminds.ai/thumbnail/464.png,http://assets.collectiveminds.ai/flag/NP.svg,A3,NP,N/A,Asia,Southern Asia,N/A
465,Nepal in 2021,"This was the sentiment in Nepal in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/465.png,http://assets.collectiveminds.ai/thumbnail/465.png,http://assets.collectiveminds.ai/flag/NP.svg,3D,NP,N/A,Asia,Southern Asia,N/A
466,Netherlands in 2021,"This was the sentiment in Netherlands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/466.png,http://assets.collectiveminds.ai/thumbnail/466.png,http://assets.collectiveminds.ai/flag/NL.svg,AR,NL,N/A,Europe,Western Europe,N/A
467,Netherlands in 2021,"This was the sentiment in Netherlands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/467.png,http://assets.collectiveminds.ai/thumbnail/467.png,http://assets.collectiveminds.ai/flag/NL.svg,A3,NL,N/A,Europe,Western Europe,N/A
468,Netherlands in 2021,"This was the sentiment in Netherlands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/468.png,http://assets.collectiveminds.ai/thumbnail/468.png,http://assets.collectiveminds.ai/flag/NL.svg,3D,NL,N/A,Europe,Western Europe,N/A
469,New Caledonia in 2021,"This was the sentiment in New Caledonia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/469.png,http://assets.collectiveminds.ai/thumbnail/469.png,http://assets.collectiveminds.ai/flag/NC.svg,AR,NC,France,Oceania,Melanesia,N/A
470,New Caledonia in 2021,"This was the sentiment in New Caledonia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/470.png,http://assets.collectiveminds.ai/thumbnail/470.png,http://assets.collectiveminds.ai/flag/NC.svg,A3,NC,France,Oceania,Melanesia,N/A
471,New Caledonia in 2021,"This was the sentiment in New Caledonia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/471.png,http://assets.collectiveminds.ai/thumbnail/471.png,http://assets.collectiveminds.ai/flag/NC.svg,3D,NC,France,Oceania,Melanesia,N/A
472,New Zealand in 2021,"This was the sentiment in New Zealand in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/472.png,http://assets.collectiveminds.ai/thumbnail/472.png,http://assets.collectiveminds.ai/flag/NZ.svg,AR,NZ,N/A,Oceania,Australia and New Zealand,N/A
473,New Zealand in 2021,"This was the sentiment in New Zealand in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/473.png,http://assets.collectiveminds.ai/thumbnail/473.png,http://assets.collectiveminds.ai/flag/NZ.svg,A3,NZ,N/A,Oceania,Australia and New Zealand,N/A
474,New Zealand in 2021,"This was the sentiment in New Zealand in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/474.png,http://assets.collectiveminds.ai/thumbnail/474.png,http://assets.collectiveminds.ai/flag/NZ.svg,3D,NZ,N/A,Oceania,Australia and New Zealand,N/A
475,Nicaragua in 2021,"This was the sentiment in Nicaragua in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/475.png,http://assets.collectiveminds.ai/thumbnail/475.png,http://assets.collectiveminds.ai/flag/NI.svg,AR,NI,N/A,Americas,Latin America and the Caribbean,Central America
476,Nicaragua in 2021,"This was the sentiment in Nicaragua in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/476.png,http://assets.collectiveminds.ai/thumbnail/476.png,http://assets.collectiveminds.ai/flag/NI.svg,A3,NI,N/A,Americas,Latin America and the Caribbean,Central America
477,Nicaragua in 2021,"This was the sentiment in Nicaragua in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/477.png,http://assets.collectiveminds.ai/thumbnail/477.png,http://assets.collectiveminds.ai/flag/NI.svg,3D,NI,N/A,Americas,Latin America and the Caribbean,Central America
478,Niger in 2021,"This was the sentiment in Niger in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/478.png,http://assets.collectiveminds.ai/thumbnail/478.png,http://assets.collectiveminds.ai/flag/NE.svg,AR,NE,N/A,Africa,Sub-Saharan Africa,Western Africa
479,Niger in 2021,"This was the sentiment in Niger in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/479.png,http://assets.collectiveminds.ai/thumbnail/479.png,http://assets.collectiveminds.ai/flag/NE.svg,A3,NE,N/A,Africa,Sub-Saharan Africa,Western Africa
480,Niger in 2021,"This was the sentiment in Niger in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/480.png,http://assets.collectiveminds.ai/thumbnail/480.png,http://assets.collectiveminds.ai/flag/NE.svg,3D,NE,N/A,Africa,Sub-Saharan Africa,Western Africa
481,Nigeria in 2021,"This was the sentiment in Nigeria in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/481.png,http://assets.collectiveminds.ai/thumbnail/481.png,http://assets.collectiveminds.ai/flag/NG.svg,AR,NG,N/A,Africa,Sub-Saharan Africa,Western Africa
482,Nigeria in 2021,"This was the sentiment in Nigeria in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/482.png,http://assets.collectiveminds.ai/thumbnail/482.png,http://assets.collectiveminds.ai/flag/NG.svg,A3,NG,N/A,Africa,Sub-Saharan Africa,Western Africa
483,Nigeria in 2021,"This was the sentiment in Nigeria in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/483.png,http://assets.collectiveminds.ai/thumbnail/483.png,http://assets.collectiveminds.ai/flag/NG.svg,3D,NG,N/A,Africa,Sub-Saharan Africa,Western Africa
484,Niue in 2021,"This was the sentiment in Niue in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/484.png,http://assets.collectiveminds.ai/thumbnail/484.png,http://assets.collectiveminds.ai/flag/NU.svg,AR,NU,New Zeland,Oceania,Polynesia,N/A
485,Niue in 2021,"This was the sentiment in Niue in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/485.png,http://assets.collectiveminds.ai/thumbnail/485.png,http://assets.collectiveminds.ai/flag/NU.svg,A3,NU,New Zeland,Oceania,Polynesia,N/A
486,Niue in 2021,"This was the sentiment in Niue in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/486.png,http://assets.collectiveminds.ai/thumbnail/486.png,http://assets.collectiveminds.ai/flag/NU.svg,3D,NU,New Zeland,Oceania,Polynesia,N/A
487,Norfolk Island in 2021,"This was the sentiment in Norfolk Island in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/487.png,http://assets.collectiveminds.ai/thumbnail/487.png,http://assets.collectiveminds.ai/flag/NF.svg,AR,NF,Australia,Oceania,Australia and New Zealand,N/A
488,Norfolk Island in 2021,"This was the sentiment in Norfolk Island in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/488.png,http://assets.collectiveminds.ai/thumbnail/488.png,http://assets.collectiveminds.ai/flag/NF.svg,A3,NF,Australia,Oceania,Australia and New Zealand,N/A
489,Norfolk Island in 2021,"This was the sentiment in Norfolk Island in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/489.png,http://assets.collectiveminds.ai/thumbnail/489.png,http://assets.collectiveminds.ai/flag/NF.svg,3D,NF,Australia,Oceania,Australia and New Zealand,N/A
490,North Korea in 2021,"This was the sentiment in North Korea in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/490.png,http://assets.collectiveminds.ai/thumbnail/490.png,http://assets.collectiveminds.ai/flag/KP.svg,AR,KP,N/A,Asia,Eastern Asia,N/A
491,North Korea in 2021,"This was the sentiment in North Korea in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/491.png,http://assets.collectiveminds.ai/thumbnail/491.png,http://assets.collectiveminds.ai/flag/KP.svg,A3,KP,N/A,Asia,Eastern Asia,N/A
